IMO/LR/IHS No.;Name of Ship;Flag;MMSI;Callsign;Status;GT;Ship Type
8902761;MADALENA;Greece;237016600;SW5980;In Service/Commission;204;Passenger Ship
9269295;MAESTRO NIYAZI;Azerbaijan;423096100;4JLV;In Service/Commission;4953;General Cargo Ship
9133501;MAGIC-1;Azerbaijan;423109100;4JLT;In Service/Commission;250;Crew/Supply Vessel
8863006;MAGTYMGULY;Turkmenistan;434111100;EZAN;In Service/Commission;3084;General Cargo Ship
9114816;MAHMUD REHIMOV;Azerbaijan;423041100;4JBZ;In Service/Commission;4110;General Cargo Ship
8680789;MAKEDONIA PALACE;Greece;239197500;SY8437;In Service/Commission;149;Passenger Ship
9334612;MAKHAMBET;St Vincent & The Grenadines;376516000;J8B3578;In Service/Commission;7224;Products Tanker
9175157;MAMMAD AMIN RESULZADEH;Liberia;636019495;D5UU2;In Service/Commission;5056;General Cargo Ship
8728517;MAMMAD SULEYMANOV;Azerbaijan;423123100;4JHT;In Service/Commission;488;Research Survey Vessel
9104158;MARAKI;Panama;352001555;3E2558;In Service/Commission;15950;Bulk Carrier
9416484;MARDAKAN;Azerbaijan;423461100;4JRY;In Service/Commission;1763;Anchor Handling Tug Supply
8723438;MARINUS;Azerbaijan;423496100;4JTC;In Service/Commission;182;Tug
9590199;MARS;Kazakhstan;436000331;UNHG;Laid-Up;183;Tug
8035099;MARSHAL KRYLOV;Cameroon;613003922;TJMC122;In Service/Commission;4378;Fish Factory Ship
8036108;MARSHAL NOVIKOV;Cameroon;;TJMC118;In Service/Commission;4378;Fish Factory Ship
8033869;MARSHAL VASILEVSKIY;Cameroon;613003617;TJMC72;In Service/Commission;4378;Fish Factory Ship
9831000;MARSHALL;Ukraine;272175900;UUBD9;In Service/Commission;494;Tug
8632158;MEGALOCHARI;Greece;237028400;SW3793;In Service/Commission;347;Passenger/Ro-Ro Ship (Vehicles)
8968959;MEGANISI II;Greece;237364100;SX6104;In Service/Commission;599;Passenger Ship
9077537;MELIANA;Kazakhstan;436000412;UNKG;In Service/Commission;1631;Chemical/Products Tanker
8647701;MENIA MARIA I;Greece;237557600;SY2801;In Service/Commission;243;Passenger Ship
8647713;MENIA MARIA III;Greece;237784100;SY4965;In Service/Commission;420;Passenger Ship
8212568;MERCURI-1;Azerbaijan;423001100;4JJB;In Service/Commission;11450;Passenger/Ro-Ro Ship (Vehicles)
9590187;MERCURY;Kazakhstan;436000300;UNGB;Laid-Up;183;Tug
8838520;MERIDIAN-1;New Zealand;512004438;ZMPR;In Service/Commission;4407;Fish Factory Ship
9453614;MEROVING;Malta;248400000;9HA2349;In Service/Commission;5716;General Cargo Ship
8138621;MIKAYIL ALIYEV;Azerbaijan;423236100;;In Service/Commission;184;Tug
7646669;MIKAYIL MUSHFIG;Azerbaijan;423045100;4JHB;In Service/Commission;3714;General Cargo Ship
9057329;MIKHAIL DUDIN;Panama;371950000;3FHO9;In Service/Commission;2319;General Cargo Ship
9458896;MILA YA;Belize;312131000;V3MD2;In Service/Commission;252;Yacht
9004487;MILLA;Panama;374732000;3ERE8;In Service/Commission;6030;General Cargo Ship
8300157;MIRA;Comoros;620046000;D6A2046;In Service/Commission;2936;Livestock Carrier
8207109;MPK-452;Azerbaijan;423244100;4JGO;In Service/Commission;280;Crew/Supply Vessel
8207135;MPK-455;Azerbaijan;423165100;4JFS;In Service/Commission;280;Crew/Supply Vessel
8207173;MPK-459;Azerbaijan;423214100;4JHP;In Service/Commission;280;Crew/Supply Vessel
8207185;MPK-460;Azerbaijan;423195100;4JFJ;In Service/Commission;280;Crew/Supply Vessel
8520927;MPK-470;Azerbaijan;423166100;4JHO;In Service/Commission;435;Crew/Supply Vessel
8520965;MPK-474;Azerbaijan;423215100;4JHY;In Service/Commission;435;Crew/Supply Vessel
9769130;MPV EVEREST;Bahamas;311000615;C6CZ6;In Service/Commission;21943;Diving Support Vessel
8325652;MUHANDIS BALARZA MAMMADOV;Azerbaijan;423260100;4JJG;In Service/Commission;2081;Bucket Ladder Dredger
8730091;MUHENDIS MUSTAFA ALI;Azerbaijan;423042100;4JEF;Laid-Up;4181;Products Tanker
8101434;MUSE;Tanzania (Zanzibar);677044200;5IM542;In Service/Commission;3041;General Cargo Ship
9443504;MYS TARKHANKUT;Ukraine;;UUAU4;In Service/Commission;2921;Anchor Handling Tug Supply
8853946;NAFTA;Estonia;276260000;ES2388;In Service/Commission;874;Bunkering Tanker (Oil)
8138906;NAFTALAN;Azerbaijan;423050100;4JDU;In Service/Commission;4134;Products Tanker 
9297838;NAKHCHYVAN;Azerbaijan;423300100;4JNI;In Service/Commission;8547;Rail Vehicles Carrier
6521848;NARVA;Azerbaijan;423263100;4JJF;Laid-Up;2044;Trailing Suction Hopper Dredger
8858465;NARVIA;Estonia;276385000;ESHB;In Service/Commission;117;Fishing Vessel
9397676;NASIMI;Azerbaijan;423046100;4JQB;In Service/Commission;7833;Products Tanker
9459618;NATAVAN;Azerbaijan;423047100;4JQE;In Service/Commission;4182;General Cargo Ship
8937144;NAUTILUS-ONE;Kazakhstan;436000113;URI;In Service/Commission;247;Research Survey Vessel
8230845;NAVIGER-2;Palau;511100645;T8A3829;In Service/Commission;4059;Products Tanker
8418540;NEFTEGAZ-64;Azerbaijan;423078100;4JGL;In Service/Commission;2723;Offshore Tug/Supply Ship
9590010;NEPTUNE;Kazakhstan;436000299;UNGA;Laid-Up;183;Tug
8119065;NERCHA;Azerbaijan;423081100;4JLL;Laid-Up;1585;Pipe Carrier
8728268;NERIMAN NERIMANOV;Azerbaijan;423048100;4JDM;In Service/Commission;4178;Products Tanker 
8846333;NEVO;Latvia;275354000;YL2669;Laid-Up;235;Pollution Control Vessel
8651893;NIDRI STAR I;Greece;237595400;SY3121;In Service/Commission;223;Passenger Ship
8881553;NIKOLAOS H;Greece;240344000;SW5652;In Service/Commission;379;Passenger Ship
9750660;NIKOLAY URVANTSEV;Hong Kong, China;477327300;VRRY3;In Service/Commission;128806;LNG Tanker
9768526;NIKOLAY ZUBOV;Cyprus;209351000;5BBL5;In Service/Commission;122806;LNG Tanker
8704212;NISOS KALYMNOS;Greece;237015200;SXEO;In Service/Commission;1094;Passenger/Ro-Ro Ship (Vehicles)
8675849;NISSOS HALKI;Greece;237029200;SW7013;In Service/Commission;168;Passenger Ship
8829294;NORTH MOON;Panama;352001560;3E2562;In Service/Commission;4966;General Cargo Ship
8514796;NOVAYA ZEMLYA;Dominica;325955000;J7AC9;In Service/Commission;4440;Refrigerated Cargo Ship
9752113;NT FLAGMAN;Turkmenistan;434131600;EZKH;In Service/Commission;1040;Offshore Construction Vessel, jack up
8891390;ODESSA 1;Comoros;616999005;D6GB2;In Service/Commission;2441;General Cargo Ship
8984745;OINOUSSAI III;Greece;237014600;SX6809;In Service/Commission;365;Passenger/Ro-Ro Ship (Vehicles)
9432438;OKEAN 9131;Cyprus;;;Keel Laid;5197;General Cargo Ship
9432440;OKEAN 9132;Cyprus;;;Keel Laid;5197;General Cargo Ship
8826151;OLUTORSKY;Cameroon;613003611;;In Service/Commission;4407;Fish Factory Ship
7432733;OLYMPUS;Cyprus;209104000;5BJJ3;In Casualty Or Repairing;12338;Passenger/Ro-Ro Ship (Vehicles)
8119077;OM;Azerbaijan;423079100;4JBJ;In Service/Commission;1585;Anchor Handling Tug Supply
8874421;OMSKIY-117;Comoros;620133000;D6A2133;In Service/Commission;2463;General Cargo Ship
8871194;OMSKIY-121;Comoros;620139000;D6A2139;In Service/Commission;2463;General Cargo Ship
8937687;OMSKIY-6;Palau;511100644;T8A3828;In Service/Commission;3095;General Cargo Ship
8225383;ORDUBAD;Azerbaijan;423051100;4JDF;In Service/Commission;11450;Passenger/Ro-Ro Ship (Vehicles/Rail)
9158549;ORIENTAL REEFER;Bahamas;311001018;C6EW3;In Service/Commission;9298;Refrigerated Cargo Ship
9614567;ORION;Belize;312571000;V3GE2;In Service/Commission;413;Tug
8874354;OZKAN-1;Palau;511100623;T8A3802;In Service/Commission;3070;General Cargo Ship
8870803;P2;Kazakhstan;436000020;UNT;In Service/Commission;457;Pollution Control Vessel
8963820;PALANGA 1;Lithuania;277524000;LYAQ;In Service/Commission;120;Fishing Vessel
8417285;PANAGIA THASOU;Greece;237009300;SV9864;In Service/Commission;1174;Passenger/Ro-Ro Ship (Vehicles)
8674352;PATMOS STAR;Greece;237028800;SW7404;In Service/Commission;238;Passenger Ship
9412189;PATRIOT;Georgia;213758000;4LRI;In Service/Commission;186;Tug
8748000;PEI YUH NO. 6;Chinese Taipei;416070900;BI2528;In Service/Commission;926;Fishing Vessel
8225539;PELAGIAL;Unknown;;;In Service/Commission;3920;Fish Factory Ship
9614555;PHOENIX;Kazakhstan;436000192;UNBX;In Service/Commission;413;Tug
9595292;PHOENIX I;Turkmenistan;434131200;EZKC;In Service/Commission;496;Utility Vessel
7703986;PILOT WHALE;Cameroon;613003587;TJMC43;In Service/Commission;3834;Fish Factory Ship
8983284;PLATITERA TON OURANON;Greece;237038200;SX7180;In Service/Commission;964;Passenger Ship
9756511;POKACHI;Panama;374529000;3ELR6;In Service/Commission;2888;Platform Supply Ship
9303869;POLA ANISIA;Panama;352001902;HOA5333;In Service/Commission;25531;Bulk Carrier
9385087;POLA AUGUSTA;Panama;355747000;3FYI9;In Service/Commission;20236;Open Hatch Cargo Ship
9471654;POLA DEVORA;Panama;352001940;HOA5354;In Service/Commission;24150;Bulk Carrier
9471678;POLA ELISAVETA;Panama;352001941;HOA5355;In Service/Commission;24150;Bulk Carrier
9659787;POLA INDIAN;Panama;352001942;HOA5356;In Service/Commission;24199;Bulk Carrier
9674361;POLA ONEGA;Panama;352001943;HOA5357;In Service/Commission;24199;Bulk Carrier
9319997;POLAR CIRCLE;Cyprus;210108000;C4LY2;In Service/Commission;3396;Icebreaker
8417625;POLARIS-2;Panama;370141000;3FVR5;In Service/Commission;18361;Livestock Carrier
9067685;PORTGARTH;Georgia;213447000;4LSL2;In Service/Commission;262;Tug
8725656;POYRAZ;Equatorial Guinea;631010066;3CISE;In Service/Commission;2466;General Cargo Ship
9284128;PREZIDENT HEYDAR ALIYEV;Azerbaijan;423128100;4JMP;In Service/Commission;7833;Products Tanker
9186962;PRIMAVERA II;Panama;352531000;3FMV7;In Service/Commission;25982;Bulk Carrier
9171735;PRISCO ALFA;Liberia;636021677;5LFD8;In Service/Commission;6206;Chemical/Products Tanker
8225371;PROFESSOR GUL;Azerbaijan;423054100;4JJC;In Service/Commission;11450;Passenger/Ro-Ro Ship (Vehicles/Rail)
7350416;PROTEUS;Greece;240567000;SV2314;In Service/Commission;2545;Passenger/Ro-Ro Ship (Vehicles)
9657222;PROTOPOROS VI;Cyprus;210263000;5BVV5;In Service/Commission;1997;Passenger/Ro-Ro Ship (Vehicles)
6876231;PS-153;Azerbaijan;423200100;;In Service/Commission;208;Passenger Ship
6876281;PS-158;Azerbaijan;423217100;;In Service/Commission;208;Passenger Ship
7052492;PS-173;Azerbaijan;423219100;;In Service/Commission;208;Passenger Ship
7037480;PSK-28;Azerbaijan;423221100;;In Service/Commission;208;Passenger Ship
7037507;PSK-31;Azerbaijan;423252100;;In Service/Commission;208;Passenger Ship
7037519;PSK-33;Azerbaijan;423230100;;In Service/Commission;208;Passenger Ship
8841230;PSK-38;Azerbaijan;423223100;;In Service/Commission;208;Passenger Ship
7037533;PSK-40;Azerbaijan;423147100;;In Service/Commission;208;Passenger Ship
8841242;PSK-45;Azerbaijan;423226100;;In Service/Commission;208;Passenger Ship
8841278;PSK-48;Azerbaijan;423257100;;In Service/Commission;208;Passenger Ship
8841292;PSK-51;Azerbaijan;423148100;;In Service/Commission;208;Passenger Ship
9630028;PSKOV;Liberia;636016229;D5FC8;In Service/Commission;113876;LNG Tanker
7116169;PUTA;Azerbaijan;423507100;4JTN;In Service/Commission;1219;Pollution Control Vessel
8901808;QATAR ANA;Panama;351204000;3FOA4;In Service/Commission;25891;Bulk Carrier
8511469;RAMIZ HAJIYEV;Azerbaijan;423119100;4JCB;In Service/Commission;1384;Crane Vessel
8210259;RANGIROA;Belize;312599000;V3ZI6;In Service/Commission;3246;Fish Carrier
9294458;RASUL RZA;Azerbaijan;423056100;4JRO;In Service/Commission;4182;General Cargo Ship
9187760;RELIABLE;St Vincent & The Grenadines;376649000;J8B6136;In Service/Commission;56324;Crude Oil Tanker
8228543;RIGHT WHALE;Cameroon;613003594;TJMC50;In Service/Commission;4407;Fish Factory Ship
9384435;RN ARKHANGELSK;Cyprus;212097000;5BJQ2;In Service/Commission;19986;Chemical/Products Tanker
9384447;RN MURMANSK;Cyprus;212231000;5BQV2;In Service/Commission;19986;Chemical/Products Tanker
9384459;RN PRIVODINO;Cyprus;212111000;5BYQ2;In Service/Commission;19986;Chemical/Products Tanker
9899935;RONDO;St Vincent & The Grenadines;377579000;J8B6259;In Service/Commission;185;Tug
8858013;RONDO;Palau;511100642;T8A3826;In Service/Commission;2432;General Cargo Ship
9839612;ROVACH;Turkmenistan;434130600;EZJW;In Service/Commission;233;Passenger Ship
8511885;RUBYN;Antigua & Barbuda;305168000;V2QZ5;In Service/Commission;1512;General Cargo Ship
8725917;RYBAK KHERSONA;Ukraine;;;In Service/Commission;104;Fishing Vessel
9001679;SA JET 1;Kazakhstan;436000046;UOT;In Service/Commission;168;Crew/Supply Vessel
9001681;SA JET 2;Kazakhstan;436000146;UNAD;In Service/Commission;168;Crew/Supply Vessel
9915090;SAAM FSU;Panama;352001554;3E2557;Launched;247540;FSO, Gas
8128171;SABIT ORUJOV;Azerbaijan;423086100;4JDE;Laid-Up;2621;Passenger Ship
6726711;SAKARYA;Kazakhstan;436000115;URK;In Service/Commission;732;Accommodation Ship
8932091;SAN NICOLAS;Greece;237579900;SY2969;Laid-Up;103;Passenger Ship
9104627;SAONISOS;Cyprus;210389000;5BYN5;In Service/Commission;1142;Passenger/Ro-Ro Ship (Vehicles)
8871338;SAPPHIRE;St Vincent & The Grenadines;377372000;J8B2739;In Service/Commission;2879;General Cargo Ship
9590204;SATURN;Kazakhstan;;UNHF;Laid-Up;183;Tug
8898506;SAULES KRASTAS;St Kitts & Nevis;341405000;V4PQ;In Service/Commission;949;Hopper, Motor
8929070;SBORSHCHIK-1;Ukraine;;;In Service/Commission;205;Pollution Control Vessel
8929082;SBORSHCHIK-2;Ukraine;;;In Service/Commission;205;Pollution Control Vessel
9405382;SEA GULL;Belize;312490000;V3GJ;In Service/Commission;221;Tug
9364019;SEA SPRINTER;Malta;229938000;9HA2243;In Service/Commission;5197;General Cargo Ship
9364007;SEA TRADER;Malta;229940000;9HA2269;In Service/Commission;5197;General Cargo Ship
7703950;SEI WHALE;Cameroon;613003577;TJMC32;In Service/Commission;3835;Fish Factory Ship
9284116;SHAH ISMAYIL KHATAI;Azerbaijan;423205100;4JMW;In Service/Commission;7833;Products Tanker
9297802;SHAHDAG;Azerbaijan;423359100;4JOL;In Service/Commission;8547;Rail Vehicles Carrier
9499694;SHAHDAG;Azerbaijan;423492100;4JSV;In Service/Commission;2215;Platform Supply Ship
9348326;SHAIR SABIR;Azerbaijan;423059100;4JRK;In Service/Commission;4182;General Cargo Ship
9370721;SHAIR VAGIF;Azerbaijan;423066100;4JRL;In Service/Commission;4182;General Cargo Ship
8212582;SHAKI;Azerbaijan;423003100;4JDG;In Service/Commission;11450;Passenger/Ro-Ro Ship (Vehicles/Rail)
8725668;SHAMAKHY;Azerbaijan;423061100;4JGA;Laid-Up;6052;Products Tanker
7912173;SHIRVAN;Azerbaijan;423169100;4JHU;In Service/Commission;2882;Crane Vessel
8207197;SHIRVAN 2;Azerbaijan;423134100;4JIP;In Service/Commission;2971;Crane Vessel
8207202;SHIRVAN 3;Azerbaijan;423135100;4JCG;In Service/Commission;2971;Crane Vessel
9564633;SHUSHA;Azerbaijan;423327100;4JNT;In Service/Commission;7834;Products Tanker 
9416472;SHUVALAN;Azerbaijan;423462100;4JRZ;In Service/Commission;1763;Anchor Handling Tug Supply
8857045;SILVER STAR;Azerbaijan;423401100;4JPO;In Service/Commission;3086;General Cargo Ship
9054365;SIMSON;Georgia;213436000;4LSA2;In Service/Commission;314;Tug
9200342;SIRRAH;Panama;356091000;3EKH4;In Service/Commission;25955;Bulk Carrier
7004342;SKORPION;Estonia;276462000;ESRE;In Service/Commission;1660;Products Tanker
9796614;SKYLIFT 3000;Cyprus;;;In Service/Commission;2162;Support Platform, jack up
8226416;SLV-363;Azerbaijan;423251100;;Laid-Up;235;Pollution Control Vessel
8228555;SLV-370;Azerbaijan;423253100;;In Service/Commission;235;Pollution Control Vessel
8838570;SLV-411;Azerbaijan;423194100;;In Service/Commission;235;Pollution Control Vessel
9661209;SOCAR-1;Azerbaijan;423388100;4JPK;In Service/Commission;372;Tug
8133578;SORMOVSKIY 121;Belize;312366000;V3MZ4;In Service/Commission;2466;General Cargo Ship
8725632;SORMOVSKIY-123;Cameroon;613610000;TJMC959;In Service/Commission;2466;General Cargo Ship
8647696;SPIRIT OF ATHOS;Greece;237087900;SW8861;In Service/Commission;684;Passenger Ship
8931906;SPK-21;Ukraine;;UUAQ7;In Service/Commission;466;Crane Vessel, non propelled
8973136;STAVROS;Greece;237352400;SWZF;In Service/Commission;3764;Passenger/Ro-Ro Ship (Vehicles)
9814545;SUNKAR;Kazakhstan;436000367;UNIO;In Service/Commission;4382;Deck Cargo Ship
8866694;SVIR;Palau;511100643;T8A3827;In Service/Commission;2426;General Cargo Ship
9917220;SVYATOY NOS;St Vincent & The Grenadines;376053000;J8B6285;On Order/Not Commenced;299;Tug
7236165;SYMI;Greece;237025900;SV3524;In Service/Commission;1805;Passenger Ship
8601769;TABRIZ KHALILBEYLI;Azerbaijan;423071100;4JGN;In Service/Commission;2008;Fire Fighting Vessel
8307947;TAHA-Y;Sierra Leone;667005247;9LD2547;In Service/Commission;18977;General Cargo Ship
9787950;TALAS;Kazakhstan;436000371;UNIS;In Service/Commission;218;Tug
8884622;TAMAN;Azerbaijan;423170100;4JKS;In Service/Commission;817;Crane Vessel
8721258;TE RAUKURA;New Zealand;512447000;ZMVT;In Service/Commission;4407;Fish Factory Ship
8934192;TEMRYUK;Turkmenistan;434113200;EZCP;In Service/Commission;978;General Cargo Ship
8702226;TEYMUR EHMEDOV;Azerbaijan;423012100;4JIG;In Service/Commission;3048;General Cargo Ship
9344459;TK AKTAU;Kazakhstan;436000062;UPJ;In Service/Commission;7224;Products Tanker
5416553;TO CALLISTO;Panama;374105000;HP5608;Laid-Up;499;Passenger Ship
9812183;TOPAZ ISHIM;Marshall Islands;538007335;V7JS7;In Service/Commission;3183;Heavy Load Carrier
8832112;TRONDHEIM;Cameroon;613003597;TJMC53;In Service/Commission;4407;Fish Factory Ship
8832942;TUGEV;Estonia;276338000;ES2095;In Service/Commission;182;Tug
8323331;TUGUR;Unknown;;;In Service/Commission;639;Fishing Vessel
9768502;TURAN;Azerbaijan;423432100;4JQQ;In Service/Commission;315;Crew/Supply Vessel
9396646;TURKESTAN;Kazakhstan;436000242;UNDV;In Service/Commission;4182;General Cargo Ship
8891924;TURKMENISTAN;Turkmenistan;434111000;EZAT;In Service/Commission;3086;General Cargo Ship
9481893;UCF-2;Unknown;;;Launched;4878;General Cargo Ship
9768485;UFUG;Azerbaijan;423430100;4JQO;In Service/Commission;315;Crew/Supply Vessel
8887600;ULDUZ;Azerbaijan;423265100;;In Service/Commission;193;Utility Vessel
9810290;ULJANIK 533;Kazakhstan;;;On Order/Not Commenced;8000;Rail Vehicles Carrier
8884593;ULLUCHAY;Azerbaijan;423116100;4JKT;Laid-Up;946;Crane Vessel
9175169;UNI TRADER;Panama;374190000;3ETF6;In Service/Commission;4606;Products Tanker
8884581;USUKHCHAY;Azerbaijan;423171100;4JLQ;In Service/Commission;816;Crane Vessel
9528146;UZEYIR HAJIBEYLI;Azerbaijan;423394100;4JQC;In Service/Commission;4182;General Cargo Ship
8422230;VADIM SEYIDOV;Azerbaijan;423172100;4JKN;In Service/Commission;2737;Offshore Tug/Supply Ship
8207214;VAGIF JAFAROV;Azerbaijan;423151100;4JDD;In Service/Commission;2971;Crane Vessel
8887650;VASIF HUSEYNOV;Azerbaijan;423386100;;In Service/Commission;136;Offshore Tug/Supply Ship
8742513;VELA;St Vincent & The Grenadines;377681000;J8Y2469;In Service/Commission;225;Yacht
9149938;VELA;Palau;511968000;T8A3146;In Service/Commission;4955;General Cargo Ship
9630004;VELIKIY NOVGOROD;Liberia;636016219;D5FB3;In Service/Commission;113876;LNG Tanker
8834809;VENUS;Greece;237012900;SW8264;In Service/Commission;208;Passenger Ship
8721193;VENUS I;Namibia;659427000;V5HR;In Service/Commission;4407;Fish Factory Ship
9843560;VERNADSKY PROSPECT;Liberia;636019054;D5SS7;In Service/Commission;64909;Crude Oil Tanker
9101235;VICTORIA;Azerbaijan;423497100;4JTA;In Service/Commission;4631;Products Tanker
8228244;VIIKING;Estonia;276342000;ES2412;In Service/Commission;782;Crane Vessel
8404604;VIKHR- 5;Azerbaijan;423181100;4JAU;In Service/Commission;2008;Fire Fighting Vessel
9596131;VIRU;Estonia;276787000;ESJP;In Service/Commission;117;Fishing Vessel
9910674;VLADIMIR BIRYUKOV;Turkey;271073691;TCA6905;Launched;8318;Fish Factory Ship
9750701;VLADIMIR RUSANOV;Hong Kong, China;477150100;VRRA7;In Service/Commission;128806;LNG Tanker
9311622;VLADIMIR TIKHONOV;Liberia;636012814;A8IA6;In Service/Commission;87146;Crude Oil Tanker
9750658;VLADIMIR VIZE;Hong Kong, China;477194200;VRRV5;In Service/Commission;128806;LNG Tanker
9130145;VLADIVOSTOK;Cyprus;209389000;P3BJ8;In Service/Commission;16575;Container Ship (Fully Cellular)
8728816;VOLGA-4007;Cook Islands;518100106;E5U3051;In Service/Commission;4911;General Cargo Ship
8230340;VOLGO-BALT 206;Palau;511100640;T8A3824;In Service/Commission;2516;General Cargo Ship
8230431;VOLGO-BALT 225;Palau;511100647;T8A3831;In Service/Commission;2516;General Cargo Ship
8230560;VOLGO-BALT 242;Tanzania (Zanzibar);677044800;5IM548;In Service/Commission;2894;General Cargo Ship
8230962;VOLGONEFT-268;Cameroon;613810000;;In Service/Commission;3475;Products Tanker
8963117;VOLTAR;Azerbaijan;423495100;4JTB;In Service/Commission;854;Crane Vessel
